those are checkers , DET VERB NOUN
you are going to feed the pigeons , PRON VERB VERB PRT VERB DET NOUN
you used to have a book about a tattooed man adam , PRON VERB PRT VERB DET NOUN ADP DET ADJ NOUN NOUN
because i am cecile , ADP PRON VERB NOUN
that is a plum , PRON VERB DET NOUN
here adam here is some more , ADV NOUN ADV VERB DET ADJ
do not look , VERB ADV VERB
let us do it on the table , VERB PRON VERB PRON ADP DET NOUN
bring your cup and i will think about giving you some , VERB DET NOUN CONJ PRON VERB VERB ADV VERB PRON DET
a car trailer truck yellow , DET NOUN NOUN NOUN ADJ
i understood fire truck , PRON VERB NOUN NOUN
are you lying on the dog , VERB PRON VERB ADP DET NOUN
wear mittens in the snow , VERB NOUN ADP DET NOUN
do not let it fall , VERB ADV VERB PRON VERB
do not push the microphone , VERB ADV VERB DET NOUN
she is going to show you something , PRON VERB VERB PRT VERB PRON NOUN
hello mr shell , X X X
because you will spill it , ADP PRON VERB VERB PRON
you stay out there , PRON VERB PRT PRT
see you can build it high , VERB PRON VERB VERB PRON ADJ
i do not wear mittens , PRON VERB ADV ADJ NOUN
you put it on by yourself , PRON VERB PRON ADP ADP PRON
that is a ring , PRON VERB DET NOUN
i would not take so many out , PRON VERB ADV VERB ADV ADJ PRT
put it back in the folder , VERB PRON ADV ADP DET NOUN
you hold the ring in your hand , PRON VERB DET NOUN ADP DET NOUN
adam you give bambi a ride , NOUN PRON VERB NOUN DET NOUN
you try it , PRON VERB PRON
cromer is not taking any out , NOUN VERB ADV VERB DET PRT
i want you to tell her about this book , PRON VERB PRON PRT VERB PRON ADP DET NOUN
you put a little chocolate and hot milk , PRON VERB DET ADJ NOUN CONJ ADJ NOUN
let us see , VERB PRON VERB
on your foot , ADP DET NOUN
just one minute now , ADV NUM NOUN ADV
i do not know , PRON VERB ADV VERB
this is a raccoon , DET VERB DET NOUN
it was not dancing , PRON VERB ADV VERB
looks like a square , VERB ADP DET NOUN
do not hit the baby , VERB ADV VERB DET NOUN
i think you have had enough , PRON VERB PRON VERB VERB ADV
you will hurt the little baby , PRON VERB VERB DET ADJ NOUN
it is a clown he said , PRON VERB DET NOUN PRON VERB
he will cry , PRON VERB NOUN
adam are you writing , NOUN VERB PRON VERB
it is clown adam , PRON VERB ADJ NOUN
i think you had better ask your mother , PRON VERB PRON VERB ADV VERB DET NOUN
because they are on the river , ADP PRON VERB ADP DET NOUN
take the pencil out_of your mouth , VERB DET NOUN ADP DET NOUN
let us do some tricks , VERB PRON VERB DET NOUN
it needs another battery , PRON VERB DET NOUN
they can not swim , PRON VERB ADV VERB
i do not think so , PRON VERB ADV VERB ADV
that is his tongue , PRON VERB DET NOUN
i have some more , PRON VERB DET ADJ
take the pencil out_of your mouth , VERB DET NOUN ADP DET NOUN
i think this is called a bit , PRON VERB DET VERB VERB DET NOUN
that is an address book , PRON VERB DET NOUN NOUN
you may have some water , PRON VERB VERB DET NOUN
now you have too many , ADV PRON VERB ADV ADJ
leave it off , VERB PRON PRT
the racket is not up there , DET NOUN VERB ADV PRT PRT
and come and turn this one on , CONJ VERB CONJ VERB DET NUM ADP
give me the strong man , VERB PRON DET ADJ NOUN
angry faces on the dial , ADJ NOUN ADP DET ADJ
take the pencil out_of your mouth , VERB DET NOUN ADP DET NOUN
close the drawer , ADV DET NOUN
it is your home , PRON VERB DET NOUN
that is a raven , PRON VERB DET NUM
that is fun , PRON VERB NOUN
he wo not bite , PRON VERB ADV ADJ
he is a nice little horse , PRON VERB DET ADJ ADJ NOUN
that is his nose , PRON VERB DET NOUN
it is good for you , PRON VERB ADJ ADP PRON
you ran into mr cromer feet , PRON VERB ADP NOUN NOUN NOUN
i think these are called barbells , PRON VERB DET VERB VERB NOUN
your tail hurts , DET NOUN NOUN
do not sit on that , VERB ADV VERB ADP DET
here it comes , ADV PRON VERB
are those pillows , VERB DET NOUN
they are very heavy , PRON VERB ADV ADJ
he could probably lift you up with one hand , PRON VERB ADV VERB PRON PRT ADP NUM NOUN
is it another clown , VERB PRON DET NOUN
you are typing , PRON VERB VERB
did you hit something , VERB PRON VERB NOUN
he has a nose too , PRON VERB DET NOUN ADV
that is a good one , PRON VERB DET ADJ NUM
you can bring your train over here and dump them , PRON VERB VERB DET NOUN PRT ADV CONJ VERB PRON
that is a round disk , PRON VERB DET ADJ NOUN
put your other battery in , VERB DET ADJ NOUN ADP
you can not lift him up , PRON VERB ADV VERB PRON PRT
i do not think daddy wants his pillows on the floor either , PRON VERB ADV VERB NOUN VERB DET NOUN ADP DET NOUN CONJ
the other way adam , DET ADJ NOUN NOUN
horsie has a nose too , NOUN VERB DET NOUN ADV
you do it , PRON VERB PRON
i will have_to take the stick away , PRON VERB NOUN VERB DET NOUN ADV
come and show her about the fireman and the policeman , VERB CONJ VERB PRON ADP DET NOUN CONJ DET NOUN
we do not have_to , PRON VERB ADV ADV
put together again , VERB ADV ADV
look on the floor , VERB ADP DET NOUN
poor david because he lost a piece , ADJ NOUN ADP PRON VERB DET NOUN
here is your shoe , ADV VERB DET NOUN
go look behind your firetruck on the floor , VERB VERB ADP DET NOUN ADP DET NOUN
we dropped it , PRON VERB PRON
that is a truck , PRON VERB DET NOUN
it is a boy , PRON VERB DET NOUN
let us put the outside shells in there , VERB PRON VERB DET ADJ NOUN ADP PRT
a piece of string in your , DET NOUN ADP NOUN ADP DET
you are not grandson you are adam , PRON VERB ADV NOUN PRON VERB NOUN
are you fixing the dog , VERB PRON VERB DET NOUN
do not turn it over there , VERB ADV VERB PRON ADP PRT
it must have been adam , PRON VERB VERB VERB NOUN
you have_to blow very hard and you will be surprised , PRON ADV VERB ADV ADJ CONJ PRON VERB VERB VERB
that is a nice picture of me , PRON VERB DET ADJ NOUN ADP PRON
you want to ride the truck , PRON VERB PRT VERB DET NOUN
something for them to put their paws on , NOUN ADP PRON PRT VERB DET NOUN ADP
i see you did , PRON VERB PRON VERB
blow your own balloons , VERB DET ADJ NOUN
you have_to hold it , PRON ADV VERB PRON
you have not see it for a long time , PRON VERB ADV VERB PRON ADP DET ADJ NOUN
are you pulling your dog , VERB PRON VERB DET NOUN
i do not think there are any , PRON VERB ADV VERB PRT VERB DET
i think you have had enough tea , PRON VERB PRON VERB VERB ADJ NOUN
that is enough , PRON VERB ADV
is the doggie broken , VERB DET NOUN VERB
you can blow it way up in the air , PRON VERB NOUN PRON VERB PRT ADP DET NOUN
i think he is growling , PRON VERB PRON VERB VERB
i think he understands happy and sad , PRON VERB PRON VERB ADJ CONJ ADJ
i have plenty , PRON VERB NOUN
i am going to wash his hands and feet , PRON VERB VERB PRT VERB DET NOUN CONJ NOUN
the other one , DET ADJ NUM
i already took some , PRON ADV VERB DET
that is enough now , PRON VERB ADV ADV
if he is not careful , ADP PRON VERB ADV ADJ
come on adam , VERB ADP NOUN
that looks like fun adam , DET NOUN ADP NOUN NOUN
it is my purse , PRON VERB DET NOUN
try it now , VERB PRON ADV
looks like a circle , VERB ADP DET NOUN
nothing happened to it , NOUN VERB ADP PRON
make it a little bigger adam , VERB PRON DET ADJ ADJ NOUN
i just closed the door , PRON ADV VERB DET NOUN
look under your other wheel , VERB ADP DET ADJ NOUN
leave those mops alone and come out here , VERB DET NOUN ADV CONJ VERB PRT ADV
that is an egg , PRON VERB DET NOUN
the one you were talking about , DET NUM PRON VERB VERB ADV
you can not do that honey , PRON VERB ADV VERB DET NOUN
let us put this on the other side , VERB PRON VERB DET ADP DET ADJ NOUN
the other one , DET ADJ NUM
now he stands up , ADV PRON VERB PRT
are you writing a letter , VERB PRON VERB DET NOUN
you are a big boy , PRON VERB DET ADJ NOUN
look under the one , VERB ADP DET NUM
do not be so rough adam , VERB ADV VERB ADV ADJ NOUN
thank_you very much , PRON ADV ADJ
you may break it , PRON VERB VERB PRON
i think you broke it , PRON VERB PRON VERB PRON
adam you let her look , NOUN PRON VERB PRON VERB
you can peel it now , PRON VERB VERB PRON ADV
they do not really belong over there , PRON VERB ADV ADV VERB PRT PRT
you will have_to go find that nickel and give ursula that nickel , PRON VERB NOUN VERB VERB DET NOUN CONJ VERB NOUN ADP NOUN
look at the horse , VERB ADP DET NOUN
he needs that , PRON VERB PRON
i will write you a note then you can have one , PRON VERB VERB PRON DET NOUN ADV PRON VERB VERB NUM
very gentle with it , ADV ADJ ADP PRON
here is a pen for you , ADV VERB DET NOUN ADP PRON
i do not want to ride in the back of the truck , PRON VERB ADV VERB PRT VERB ADP DET NOUN ADP DET NOUN
that is my pen , PRON VERB DET NOUN
i thought he said you two fighting , PRON VERB PRON VERB PRON NUM VERB
that is david bunny_rabbit , PRON VERB NOUN NOUN
does the doggie like the pillows , VERB DET NOUN ADP DET NOUN
it came from my purse , PRON VERB ADP DET NOUN
is that a racket , VERB ADP DET NOUN
it is behind you , PRON VERB ADP PRON
sit on the front of the truck adam and ride now , VERB ADP DET NOUN ADP DET NOUN NOUN CONJ VERB ADV
adam i think you are missing your mouth , NOUN PRON VERB PRON VERB VERB DET NOUN
i can not see , PRON VERB ADV VERB
write on the paper , VERB ADP DET NOUN
look it is staying on the wall , VERB PRON VERB VERB ADP DET NOUN
look at your shirt , VERB ADP DET NOUN
take it back and find the other parts of it , VERB PRON ADV CONJ VERB DET ADJ NOUN ADP PRON
i do not know , PRON VERB ADV VERB
do not ride the roadgrader up there , VERB ADV VERB DET NOUN PRT PRT
he does not want his fingers popped either , PRON VERB ADV VERB DET NOUN VERB CONJ
that is a wolf , PRON VERB DET NOUN
and get my pencil out first , CONJ VERB DET NOUN ADP ADJ
she is waiting for her coffee , PRON VERB VERB ADP DET NOUN
it is not a big hill , PRON VERB ADV DET ADJ NOUN
that is a yak , PRON VERB DET NOUN
they do fly , PRON VERB ADV
a blue lion , DET ADJ NOUN
it is very sticky , PRON VERB ADV ADJ
maybe he is looking at his music , ADV PRON VERB VERB ADP DET NOUN
you can take out the racing car , PRON VERB VERB ADP DET NOUN NOUN
he is dancing look at this , PRON VERB VERB VERB ADP DET
you can not see the music , PRON VERB ADV VERB DET NOUN
that is my comb , PRON VERB DET NOUN
it must be over here , PRON VERB VERB PRT ADV
we finished our game , PRON VERB DET NOUN
there is the dining car , PRT VERB DET VERB NOUN
i have mine , PRON VERB PRON
we are going play a game , PRON VERB VERB VERB DET NOUN
they did not put it on the picture , PRON VERB ADV VERB PRON ADP DET NOUN
it is black , PRON VERB ADJ
i do not know , PRON VERB ADV VERB
the sign says adam smith , DET NOUN VERB NOUN NOUN
like a punch+ball , ADP DET NOUN
are you writing your name , VERB PRON VERB DET NOUN
x to nine , NOUN ADP NUM
you can not read without your hat , PRON VERB ADV VERB ADP DET NOUN
we are going to turn the light on so you can see , PRON VERB VERB PRT VERB DET NOUN ADP ADP PRON VERB VERB
to keep it closed , PRT VERB PRON VERB
they do not really belong in there , PRON VERB ADV ADV VERB ADP PRT
you are very kind , PRON VERB ADV ADJ
it is a level , PRON VERB DET NOUN
just like you , ADV ADP PRON
penguins can not fly , VERB VERB ADV ADV
careful not on the rug , ADJ ADV ADP DET NOUN
mommy can not do it if you can not do it , NOUN VERB ADV VERB PRON ADP PRON VERB ADV VERB PRON
i think he said i do not like that stuff on me , PRON VERB PRON VERB PRON VERB ADV ADP DET NOUN ADP PRON
it is very sharp , PRON VERB ADV ADJ
it is not time to sleep now , PRON VERB ADV NOUN PRT VERB ADV
it is a little game , PRON VERB DET ADJ NOUN
i just took a nap before i came , PRON ADV VERB DET NOUN ADP PRON VERB
not on your leg on the paper , ADV ADP DET NOUN ADP DET NOUN
are not you ashamed , VERB ADV PRON VERB
they will think you are just a little baby , PRON VERB VERB PRON VERB ADV DET ADJ NOUN
took a nap just like adam , VERB DET NOUN ADV ADP NOUN
i will turn it on , PRON VERB VERB PRON ADP
careful too cold to go in the water now , ADJ ADV ADJ PRT VERB ADP DET NOUN ADV
it is going to break , PRON VERB VERB PRT VERB
like adam horsie , ADP NOUN NOUN
i do not know that song adam , PRON VERB ADV VERB DET NOUN NOUN
you can make very funny people , PRON VERB VERB ADV ADJ NOUN
you are not finished with that yet , PRON VERB ADV VERB ADP DET ADV
i have a constant battle to keep him out_of a sweater , PRON VERB DET ADJ NOUN PRT VERB PRON ADP DET NOUN
you sing it , PRON VERB PRON
i will pull something out , PRON VERB ADJ NOUN PRT
on his shirt yeah , ADP DET NOUN ADV
not if you are careful , ADV ADP PRON VERB ADJ
it is too loud , PRON VERB ADV ADJ
you sing it for her , PRON VERB PRON ADP PRON
you blow it , PRON VERB PRON
you sing it for her , PRON VERB PRON ADP PRON
let us turn it on here now , VERB PRON VERB PRON ADP ADV ADV
you have_to be careful not to drink so much , PRON ADV VERB ADJ ADV PRT VERB ADV ADJ
take a deep breath and blow , VERB DET ADJ NOUN CONJ NOUN
you want ta take your fifty dollars , PRON VERB NOUN VERB DET NUM NOUN
is that a boot , VERB ADP DET NOUN
it is just too noisy , PRON VERB ADV ADV ADJ
they are the same , PRON VERB DET ADJ
careful do not drink too fast adam , ADJ VERB ADV VERB ADV ADJ NOUN
i have an idea , PRON VERB DET NOUN
you put your hand in , PRON VERB DET NOUN ADP
he can not copy me , PRON VERB ADV NOUN PRON
it is on , PRON VERB PRT
do not write on the couch dear , VERB ADV VERB ADP DET ADJ ADJ
it seems to me that you tire of your games very easily , PRON VERB ADP PRON ADP PRON VERB ADP DET NOUN ADV ADV
i do not care , PRON VERB ADV VERB
put some in here , VERB DET ADP ADV
that wo not hurt you , DET NOUN ADV VERB PRON
blow it again , VERB PRON ADV
that is a lock from a door , PRON VERB DET NOUN ADP DET NOUN
now he can close his mouth , ADV PRON VERB ADV DET NOUN
you are looking for it , PRON VERB VERB ADP PRON
is that a ladder , VERB ADP DET NOUN
you open it , PRON VERB PRON
he is singing , PRON VERB VERB
that is a doggie , PRON VERB DET NOUN
she can get her own , PRON VERB VERB DET ADJ
show it to ursula , VERB PRON ADP NOUN
here is one , ADV VERB NUM
i am not mocking you , PRON VERB ADV VERB PRON
perro doggie horse , NOUN NOUN NOUN
cross the bridge , VERB DET NOUN
they are not wet , PRON VERB ADV ADJ
i am not , PRON VERB ADV
is that bambi , VERB DET NOUN
that does not look like a birdie , PRON VERB ADV VERB ADP DET NOUN
he will come down backwards , PRON VERB VERB PRT VERB
i can not wear that anymore , PRON VERB ADV VERB DET NOUN
because some things are surprises , ADP DET NOUN VERB NOUN
let me get started , VERB PRON VERB VERB
i do not think you can open it , PRON VERB ADV VERB PRON VERB VERB PRON
you do not need to pull it anymore , PRON VERB ADV VERB PRT VERB PRON ADV
that is a good one , PRON VERB DET ADJ NUM
look like motor scooter , VERB ADP NOUN NOUN
a paper punch , DET NOUN NOUN
you put one on and i will put one on , PRON VERB NUM ADP CONJ PRON VERB VERB NUM ADP
i do not think you write with pencil on that adam , PRON VERB ADV VERB PRON VERB ADP NOUN ADP DET NOUN
good morning mr alligator , ADJ NOUN NOUN NOUN
you broken the trains , PRON VERB DET NOUN
rolling_steam is steam roller , NOUN VERB NOUN NOUN
you write with some crayons , PRON VERB ADP DET NOUN
i think it is too small to be trees , PRON VERB PRON VERB ADV ADJ PRT VERB NOUN
give it here adam let us see if i can repair it , VERB PRON ADV NOUN VERB PRON VERB ADP PRON VERB NOUN PRON
a big one , DET ADJ NUM
let us hear , VERB PRON VERB
a sewing goes like that , DET VERB VERB ADP DET
you play with it that way , PRON VERB ADP PRON ADP NOUN
a saddle and a bridle , DET NOUN CONJ DET NOUN
i say cock_a_doodle_doo , PRON VERB ADV
he says he is going to sleep because it is fourteen o'clock , PRON VERB PRON VERB VERB PRT VERB ADP PRON VERB NUM ADV
you lost your cars , PRON VERB DET NOUN
you left the others behind , PRON VERB DET NOUN ADP
you can have a pen , PRON VERB VERB DET NOUN
good morning to you , ADJ NOUN ADP PRON
you tell me , PRON VERB PRON
that is part of daddy barbell set , PRON VERB NOUN ADP NOUN NOUN VERB
it is heavy be careful with that , PRON VERB ADJ VERB ADJ ADP DET
you go get it , PRON VERB VERB PRON
i mean put the paper on this , PRON VERB VERB DET NOUN ADP DET
adam is that a ball , NOUN VERB ADP DET NOUN
those are palm trees from hawaii , DET VERB NOUN NOUN ADP NOUN
that is it , PRON VERB PRON
that is a nice story , PRON VERB DET ADJ NOUN
you just rubbed on the bench , PRON ADV VERB ADP DET NOUN
telling the same story , VERB DET ADJ NOUN
sometimes it hurts to do that , ADV PRON VERB PRT VERB PRON
that is not a bat , PRON VERB ADV DET NOUN
they are so tiny , PRON VERB ADV ADJ
you can not color them , PRON VERB ADV NOUN PRON
sleep in the chair there , VERB ADP DET NOUN PRT
because they like to walk , ADP PRON VERB PRT VERB
that is not a lobster , PRON VERB ADV DET NOUN
you lost your caboozle , PRON VERB DET NOUN
it is a crab , PRON VERB DET NOUN
jump to the nurse , VERB ADP DET NOUN
i am hungry for breakfast , PRON VERB ADJ ADP NOUN
mommy can not march , NOUN VERB ADV VERB
that is not donald duck , PRON VERB ADV ADJ NOUN
he must have had something in his bag , PRON VERB VERB VERB NOUN ADP DET NOUN
i did not think you did , PRON VERB ADV VERB PRON VERB
i can not have breakfast in bed , PRON VERB ADV VERB NOUN ADP NOUN
that is an egg , PRON VERB DET NOUN
look at the chicken coming out , VERB ADP DET NOUN VERB PRT
because i would get crumbs in the bed , ADP PRON VERB VERB NOUN ADP DET NOUN
the big one , DET ADJ NUM
maybe catherine can march , ADV NOUN VERB NOUN
